Date,Close,High,Low,Open,Volume,RSI,MA10,MA20,MA50,MACD
2025-07-16,60957.2109375,62148.55707960098,60957.2109375,61949.999389250814,6315400,71.17084466554513,59686.44140625,58053.30390625,57041.65234375,492.9892111969576
2025-07-17,61354.32421875,61652.16074408374,60659.37232630461,60957.208851638345,7603200,72.91042896358573,60063.70078125,58306.46484375,57136.96,426.9250239149412
2025-07-18,61751.44140625,62247.83562977291,61354.32602743167,61354.32602743167,9992700,74.5633868941059,60490.6,58584.445703125,57238.224453125,380.360481599713
2025-07-21,60857.9296875,62247.83346502855,60857.9296875,61751.439258768354,6138200,64.95908460265814,60758.652734375,58817.7509765625,57321.618671875,265.2270891021906
2025-07-22,60857.9296875,62247.83346502855,60857.9296875,61751.439258768354,6138200,64.95908460265812,61026.70546875,59051.05625,57414.94078125,169.56887669175603
2025-07-23,61751.44140625,61751.44140625,60460.81642509043,60857.93180390876,4902600,69.51335848893868,61344.39765625,59329.037109375,57522.161953125,147.76724013931562
2025-07-24,61652.16015625,62148.5543604066,61354.32363375604,62049.275519575276,5087300,68.4488200813169,61403.96484375,59602.05390625,57589.6715625,109.70583295785605
2025-07-25,61652.16015625,63042.063927888485,61453.60247458736,61751.43899708132,8710200,68.44882008131688,61473.459765625,59884.9984375,57657.181171875,69.53421405955305
2025-07-28,62347.11328125,62545.67096685908,61652.16138161823,61751.44022442277,10484700,71.93761388000489,61513.17109375,60172.90703125,57772.344609375,74.33762034294182
2025-07-29,62347.11328125,62545.67096685908,61652.16138161823,61751.44022442277,10484700,71.93761388000489,61552.882421875,60460.815625,57887.508046875,62.55898323056613
2025-07-30,60560.09375,62744.22827868852,60560.09375,62744.22827868852,10595600,54.09804295200608,61513.170703125,60599.8060546875,57964.945546875,-73.18149807208465
2025-07-31,60460.81640625,61453.60485298645,59964.42218288177,60560.095250923645,7271000,53.30714700704107,61423.819921875,60743.7603515625,58040.3975,-171.62856247283935
2025-08-01,59765.86328125,61255.04592114826,59666.58443859012,61056.48823582849,6066900,48.015297715056796,61225.262109375,60857.9310546875,58105.9215625,-279.16353840245756
2025-08-04,60659.375,60957.21153846154,59567.307692307695,59666.58653846154,4462400,54.29723920602486,61205.406640625,60982.0296875,58187.330234375,-284.74909452729196
