Timestamp,Trade_Date,Ticker,Model,Current_Price,Predicted_Price,Pct_Change,Action
2026-07-15 20:21:08,2026-07-07,VIC,Ensemble XGB+TCN+LSTM,220300.0,220300.0,0.0,MUA
2026-07-15 20:36:59,2026-07-06,ACB,Ensemble XGB+TCN+LSTM,22650.0,22661.0,0.05,MUA
2026-07-15 20:37:39,2026-07-06,VHM,Ensemble XGB+TCN+LSTM,151600.0,151060.0,-0.36,MUA
2026-07-15 20:37:56,2026-07-07,VHM,Ensemble XGB+TCN+LSTM,154100.0,152838.0,-0.82,MUA
2026-07-15 20:41:30,2026-06-17,VCB,Ensemble XGB+TCN+LSTM,61800.0,61619.0,-0.29,MUA
2026-07-15 20:42:39,2026-07-14,VCB,Ensemble XGB+TCN+LSTM,58900.0,59144.0,0.41,BÁN
2026-07-16 16:01:14,2026-07-16,LPB,Ensemble XGB+TCN+LSTM,51500.0,51496.0,-0.01,NẮM GIỮ
